ZIP (character),ZIP (numeric),state
83651,83651,ID
83652,83652,ID
83653,83653,ID
83654,83654,ID
83655,83655,ID
83656,83656,ID
83657,83657,ID
83660,83660,ID
83661,83661,ID
83666,83666,ID
83669,83669,ID
83670,83670,ID
83671,83671,ID
83672,83672,ID
83676,83676,ID
83677,83677,ID
83680,83680,ID
83686,83686,ID
83687,83687,ID
83701,83701,ID
83702,83702,ID
83703,83703,ID
83704,83704,ID
83705,83705,ID
83706,83706,ID
83707,83707,ID
83708,83708,ID
83709,83709,ID
83711,83711,ID
83712,83712,ID
83713,83713,ID
83714,83714,ID
83715,83715,ID
83716,83716,ID
83717,83717,ID
83719,83719,ID
83720,83720,ID
83722,83722,ID
83724,83724,ID
83725,83725,ID
83726,83726,ID
83728,83728,ID
83729,83729,ID
83731,83731,ID
83732,83732,ID
83735,83735,ID
83756,83756,ID
83799,83799,ID
83801,83801,ID
83803,83803,ID
83804,83804,ID
83805,83805,ID
83806,83806,ID
83808,83808,ID
83809,83809,ID
83810,83810,ID
83811,83811,ID
83812,83812,ID
83813,83813,ID
83814,83814,ID
83815,83815,ID
83816,83816,ID
83821,83821,ID
83822,83822,ID
83823,83823,ID
83824,83824,ID
83825,83825,ID
83826,83826,ID
83827,83827,ID
83830,83830,ID
83832,83832,ID
83833,83833,ID
83834,83834,ID
83835,83835,ID
83836,83836,ID
83837,83837,ID
83839,83839,ID
83840,83840,ID
83841,83841,ID
83842,83842,ID
83843,83843,ID
83844,83844,ID
83845,83845,ID
83846,83846,ID
83847,83847,ID
83848,83848,ID
83849,83849,ID
83850,83850,ID
83851,83851,ID
83852,83852,ID
83853,83853,ID
83854,83854,ID
83855,83855,ID
83856,83856,ID
83857,83857,ID
83858,83858,ID
83860,83860,ID
83861,83861,ID
83864,83864,ID
83865,83865,ID
83866,83866,ID
83867,83867,ID
83868,83868,ID
83869,83869,ID
83870,83870,ID
83871,83871,ID
83872,83872,ID
83873,83873,ID
83874,83874,ID
83876,83876,ID
83877,83877,ID
84001,84001,UT
84002,84002,UT
84003,84003,UT
84004,84004,UT
84005,84005,UT
84006,84006,UT
84007,84007,UT
84008,84008,UT
84010,84010,UT
84011,84011,UT
84013,84013,UT
84014,84014,UT
84015,84015,UT
84016,84016,UT
84017,84017,UT
84018,84018,UT
84020,84020,UT
84021,84021,UT
84022,84022,UT
84023,84023,UT
84024,84024,UT
84025,84025,UT
84026,84026,UT
84027,84027,UT
84028,84028,UT
84029,84029,UT
84031,84031,UT
84032,84032,UT
84033,84033,UT
84034,84034,UT
84035,84035,UT
84036,84036,UT
84037,84037,UT
84038,84038,UT
84039,84039,UT
84040,84040,UT
84041,84041,UT
84042,84042,UT
84043,84043,UT
84044,84044,UT
84045,84045,UT
84046,84046,UT
84047,84047,UT
84049,84049,UT
84050,84050,UT
84051,84051,UT
84052,84052,UT
84053,84053,UT
84054,84054,UT
84055,84055,UT
84056,84056,UT
84057,84057,UT
84058,84058,UT
84059,84059,UT
84060,84060,UT
84061,84061,UT
84062,84062,UT
84063,84063,UT
84064,84064,UT
84065,84065,UT
84066,84066,UT
84067,84067,UT
84068,84068,UT
84069,84069,UT
84070,84070,UT
84071,84071,UT
84072,84072,UT
84073,84073,UT
84074,84074,UT
84075,84075,UT
84076,84076,UT
84078,84078,UT
84079,84079,UT
84080,84080,UT
84081,84081,UT
84082,84082,UT
84083,84083,UT
84084,84084,UT
84085,84085,UT
84086,84086,UT
84087,84087,UT
84088,84088,UT
84089,84089,UT
84090,84090,UT
84091,84091,UT
84092,84092,UT
84093,84093,UT
84094,84094,UT
84095,84095,UT
84096,84096,UT
84097,84097,UT
84098,84098,UT
84101,84101,UT
84102,84102,UT
84103,84103,UT
84104,84104,UT
84105,84105,UT
84106,84106,UT
84107,84107,UT
84108,84108,UT
84109,84109,UT
84110,84110,UT
84111,84111,UT
84112,84112,UT
84113,84113,UT
84114,84114,UT
84115,84115,UT
84116,84116,UT
84117,84117,UT
84118,84118,UT
84119,84119,UT
84120,84120,UT
84121,84121,UT
84122,84122,UT
84123,84123,UT
84124,84124,UT
84125,84125,UT
84126,84126,UT
84127,84127,UT
84128,84128,UT
84129,84129,UT
84130,84130,UT
84131,84131,UT
84132,84132,UT
84133,84133,UT
84134,84134,UT
84136,84136,UT
84138,84138,UT
84139,84139,UT
84141,84141,UT
84143,84143,UT
84144,84144,UT
84145,84145,UT
84147,84147,UT
84148,84148,UT
84150,84150,UT
84151,84151,UT
84152,84152,UT
84157,84157,UT
84158,84158,UT
84165,84165,UT
84170,84170,UT
84171,84171,UT
84180,84180,UT
84184,84184,UT
84189,84189,UT
84190,84190,UT
84199,84199,UT
84201,84201,UT
84244,84244,UT
84301,84301,UT
84302,84302,UT
84304,84304,UT
84305,84305,UT
84306,84306,UT
84307,84307,UT
84308,84308,UT
84309,84309,UT
84310,84310,UT
84311,84311,UT
84312,84312,UT
84313,84313,UT
84314,84314,UT
84315,84315,UT
84316,84316,UT
84317,84317,UT
84318,84318,UT
84319,84319,UT
84320,84320,UT
84321,84321,UT
84322,84322,UT
84323,84323,UT
84324,84324,UT
84325,84325,UT
84326,84326,UT
84327,84327,UT
84328,84328,UT
84329,84329,UT
84330,84330,UT
84331,84331,UT
84332,84332,UT
84333,84333,UT
84334,84334,UT
84335,84335,UT
84336,84336,UT
84337,84337,UT
84338,84338,UT
84339,84339,UT
84340,84340,UT
84341,84341,UT
84401,84401,UT
84402,84402,UT
84403,84403,UT
84404,84404,UT
84405,84405,UT
84407,84407,UT
84408,84408,UT
84409,84409,UT
84412,84412,UT
84414,84414,UT
84415,84415,UT
84501,84501,UT
84510,84510,UT
84511,84511,UT
84512,84512,UT
84513,84513,UT
84515,84515,UT
84516,84516,UT
84518,84518,UT
84520,84520,UT
84521,84521,UT
84522,84522,UT
84523,84523,UT
84525,84525,UT
84526,84526,UT
84528,84528,UT
84529,84529,UT
84530,84530,UT
84531,84531,UT
84532,84532,UT
84533,84533,UT
84534,84534,UT
84535,84535,UT
84536,84536,UT
84537,84537,UT
84539,84539,UT
84540,84540,UT
84542,84542,UT
84601,84601,UT
84602,84602,UT
84603,84603,UT
84604,84604,UT
84605,84605,UT
84606,84606,UT
84620,84620,UT
84621,84621,UT
84622,84622,UT
84623,84623,UT
84624,84624,UT
84626,84626,UT
84627,84627,UT
84628,84628,UT
84629,84629,UT
84630,84630,UT
84631,84631,UT
84632,84632,UT
84633,84633,UT
84634,84634,UT
84635,84635,UT
84636,84636,UT
84637,84637,UT
84638,84638,UT
84639,84639,UT
84640,84640,UT
84642,84642,UT
84643,84643,UT
84644,84644,UT
84645,84645,UT
84646,84646,UT
84647,84647,UT
84648,84648,UT
84649,84649,UT
84651,84651,UT
84652,84652,UT
84653,84653,UT
84654,84654,UT
84655,84655,UT
84656,84656,UT
84657,84657,UT
84660,84660,UT
84662,84662,UT
84663,84663,UT
84664,84664,UT
84665,84665,UT
84667,84667,UT
84701,84701,UT
84710,84710,UT
84711,84711,UT
84712,84712,UT
84713,84713,UT
84714,84714,UT
84715,84715,UT
84716,84716,UT
84718,84718,UT
84719,84719,UT
84720,84720,UT
84721,84721,UT
84722,84722,UT
84723,84723,UT
84724,84724,UT
84725,84725,UT
84726,84726,UT
84728,84728,UT
84729,84729,UT
84730,84730,UT
84731,84731,UT
84732,84732,UT
84733,84733,UT
84734,84734,UT
84735,84735,UT
84736,84736,UT
84737,84737,UT
84738,84738,UT
84739,84739,UT
84740,84740,UT
84741,84741,UT
84742,84742,UT
84743,84743,UT
84744,84744,UT
84745,84745,UT
84746,84746,UT
84747,84747,UT
84749,84749,UT
84750,84750,UT
84751,84751,UT
84752,84752,UT
84753,84753,UT
84754,84754,UT
84755,84755,UT
84756,84756,UT
84757,84757,UT
84758,84758,UT
84759,84759,UT
84760,84760,UT
84761,84761,UT
84762,84762,UT
84763,84763,UT
84764,84764,UT
84765,84765,UT
84766,84766,UT
84767,84767,UT
84770,84770,UT
84771,84771,UT
84772,84772,UT
84773,84773,UT
84774,84774,UT
84775,84775,UT
84776,84776,UT
84779,84779,UT
84780,84780,UT
84781,84781,UT
84782,84782,UT
84783,84783,UT
84784,84784,UT
84790,84790,UT
84791,84791,UT
85001,85001,AZ
85002,85002,AZ
85003,85003,AZ
85004,85004,AZ
85005,85005,AZ
85006,85006,AZ
85007,85007,AZ
85008,85008,AZ
85009,85009,AZ
85010,85010,AZ
85011,85011,AZ
85012,85012,AZ
85013,85013,AZ
85014,85014,AZ
85015,85015,AZ
85016,85016,AZ
85017,85017,AZ
85018,85018,AZ
85019,85019,AZ
85020,85020,AZ
85021,85021,AZ
85022,85022,AZ
85023,85023,AZ
85024,85024,AZ
85025,85025,AZ
85026,85026,AZ
85027,85027,AZ
85028,85028,AZ
85029,85029,AZ
85030,85030,AZ
85031,85031,AZ
85032,85032,AZ
85033,85033,AZ
85034,85034,AZ
85035,85035,AZ
85036,85036,AZ
85037,85037,AZ
85038,85038,AZ
85039,85039,AZ
85040,85040,AZ
85041,85041,AZ
85042,85042,AZ
85043,85043,AZ
85044,85044,AZ
85045,85045,AZ
85046,85046,AZ
85048,85048,AZ
85050,85050,AZ
85051,85051,AZ
85053,85053,AZ
85054,85054,AZ
85055,85055,AZ
85060,85060,AZ
85061,85061,AZ
85062,85062,AZ
85063,85063,AZ
85064,85064,AZ
85065,85065,AZ
85066,85066,AZ
85067,85067,AZ
85068,85068,AZ
85069,85069,AZ
85070,85070,AZ
85071,85071,AZ
85072,85072,AZ
85073,85073,AZ
85074,85074,AZ
85075,85075,AZ
85076,85076,AZ
85078,85078,AZ
85079,85079,AZ
85080,85080,AZ
85082,85082,AZ
85083,85083,AZ
85085,85085,AZ
85086,85086,AZ
85087,85087,AZ
85096,85096,AZ
85097,85097,AZ
85098,85098,AZ
85117,85117,AZ
85118,85118,AZ
85119,85119,AZ
85120,85120,AZ
85121,85121,AZ
85122,85122,AZ
85123,85123,AZ
85127,85127,AZ
85128,85128,AZ
85130,85130,AZ
85131,85131,AZ
85132,85132,AZ
85135,85135,AZ
85137,85137,AZ
85138,85138,AZ
85139,85139,AZ
85140,85140,AZ
85141,85141,AZ
85142,85142,AZ
85143,85143,AZ
85145,85145,AZ
85147,85147,AZ
85172,85172,AZ
85173,85173,AZ
85178,85178,AZ
85190,85190,AZ
85191,85191,AZ
85192,85192,AZ
85193,85193,AZ
85194,85194,AZ
85201,85201,AZ
85202,85202,AZ
85203,85203,AZ
85204,85204,AZ
85205,85205,AZ
85206,85206,AZ
85207,85207,AZ
85208,85208,AZ
85209,85209,AZ
85210,85210,AZ
85211,85211,AZ
85212,85212,AZ
85213,85213,AZ
85214,85214,AZ
85215,85215,AZ
85216,85216,AZ
85217,85217,AZ
85218,85218,AZ
85219,85219,AZ
85220,85220,AZ
85221,85221,AZ
85222,85222,AZ
85223,85223,AZ
85224,85224,AZ
85225,85225,AZ
85226,85226,AZ
85227,85227,AZ
85228,85228,AZ
85230,85230,AZ
85231,85231,AZ
85232,85232,AZ
85233,85233,AZ
85234,85234,AZ
85235,85235,AZ
85236,85236,AZ
85237,85237,AZ
85238,85238,AZ
85239,85239,AZ
85240,85240,AZ
85241,85241,AZ
85242,85242,AZ
85243,85243,AZ
85244,85244,AZ
85245,85245,AZ
85246,85246,AZ
85247,85247,AZ
85248,85248,AZ
85249,85249,AZ
85250,85250,AZ
85251,85251,AZ
85252,85252,AZ
85253,85253,AZ
85254,85254,AZ
85255,85255,AZ
85256,85256,AZ
85257,85257,AZ
85258,85258,AZ
85259,85259,AZ
85260,85260,AZ
85261,85261,AZ
85262,85262,AZ
85263,85263,AZ
85264,85264,AZ
85266,85266,AZ
85267,85267,AZ
85268,85268,AZ
85269,85269,AZ
85271,85271,AZ
85272,85272,AZ
85273,85273,AZ
85274,85274,AZ
85275,85275,AZ
85277,85277,AZ
85278,85278,AZ
85280,85280,AZ
85281,85281,AZ
85282,85282,AZ
85283,85283,AZ
85284,85284,AZ
85285,85285,AZ
85286,85286,AZ
85287,85287,AZ
85290,85290,AZ
85291,85291,AZ
85292,85292,AZ
85293,85293,AZ
85294,85294,AZ
85295,85295,AZ
85296,85296,AZ
85297,85297,AZ
85298,85298,AZ
85299,85299,AZ
85301,85301,AZ
85302,85302,AZ
85303,85303,AZ
85304,85304,AZ
85305,85305,AZ
85306,85306,AZ
85307,85307,AZ
85308,85308,AZ
85309,85309,AZ
85310,85310,AZ
85311,85311,AZ
85312,85312,AZ
85318,85318,AZ
85320,85320,AZ
85321,85321,AZ
85322,85322,AZ
85323,85323,AZ
85324,85324,AZ
85325,85325,AZ
85326,85326,AZ
85327,85327,AZ
85328,85328,AZ
85329,85329,AZ
85331,85331,AZ
85332,85332,AZ
85333,85333,AZ
85334,85334,AZ
85335,85335,AZ
85336,85336,AZ
85337,85337,AZ
85338,85338,AZ
85339,85339,AZ
85340,85340,AZ
85341,85341,AZ
85342,85342,AZ
85343,85343,AZ
85344,85344,AZ
85345,85345,AZ
85346,85346,AZ
85347,85347,AZ
85348,85348,AZ
85349,85349,AZ
85350,85350,AZ
85351,85351,AZ
85352,85352,AZ
85353,85353,AZ
85354,85354,AZ
85355,85355,AZ
85356,85356,AZ
85357,85357,AZ
85358,85358,AZ
85359,85359,AZ
85360,85360,AZ
85361,85361,AZ
85362,85362,AZ
85363,85363,AZ
85364,85364,AZ
85365,85365,AZ
85366,85366,AZ
85367,85367,AZ
85369,85369,AZ
85371,85371,AZ
85372,85372,AZ
85373,85373,AZ
85374,85374,AZ
85375,85375,AZ
85376,85376,AZ
85377,85377,AZ
85378,85378,AZ
85379,85379,AZ
85380,85380,AZ
85381,85381,AZ
85382,85382,AZ
85383,85383,AZ
85385,85385,AZ
85387,85387,AZ
85388,85388,AZ
85390,85390,AZ
85392,85392,AZ
85395,85395,AZ
85396,85396,AZ
85501,85501,AZ
85502,85502,AZ
85530,85530,AZ
85531,85531,AZ
85532,85532,AZ
85533,85533,AZ
85534,85534,AZ
85535,85535,AZ
85536,85536,AZ
85539,85539,AZ
85540,85540,AZ
85541,85541,AZ
85542,85542,AZ
85543,85543,AZ
85544,85544,AZ
85545,85545,AZ
85546,85546,AZ
85547,85547,AZ
85548,85548,AZ
85550,85550,AZ
85551,85551,AZ
85552,85552,AZ
85553,85553,AZ
85554,85554,AZ
85601,85601,AZ
85602,85602,AZ
85603,85603,AZ
85605,85605,AZ
85606,85606,AZ
85607,85607,AZ
85608,85608,AZ
85609,85609,AZ
85610,85610,AZ
85611,85611,AZ
85613,85613,AZ
85614,85614,AZ
85615,85615,AZ
85616,85616,AZ
85617,85617,AZ
85618,85618,AZ
85619,85619,AZ
85620,85620,AZ
85621,85621,AZ
85622,85622,AZ
85623,85623,AZ
85624,85624,AZ
85625,85625,AZ
85626,85626,AZ
85627,85627,AZ
85628,85628,AZ
85629,85629,AZ
85630,85630,AZ
85631,85631,AZ
85632,85632,AZ
85633,85633,AZ
85634,85634,AZ
85635,85635,AZ
85636,85636,AZ
85637,85637,AZ
85638,85638,AZ
85639,85639,AZ
85640,85640,AZ
85641,85641,AZ
85643,85643,AZ
85644,85644,AZ
85645,85645,AZ
85646,85646,AZ
85648,85648,AZ
85650,85650,AZ
85652,85652,AZ
85653,85653,AZ
85654,85654,AZ
85655,85655,AZ
85658,85658,AZ
85662,85662,AZ
85670,85670,AZ
85671,85671,AZ
85701,85701,AZ
85702,85702,AZ
85703,85703,AZ
85704,85704,AZ
85705,85705,AZ
85706,85706,AZ
85707,85707,AZ
85708,85708,AZ
85709,85709,AZ
85710,85710,AZ
85711,85711,AZ
85712,85712,AZ
85713,85713,AZ
85714,85714,AZ
85715,85715,AZ
85716,85716,AZ
85717,85717,AZ
85718,85718,AZ
85719,85719,AZ
85720,85720,AZ
85721,85721,AZ
85722,85722,AZ
85723,85723,AZ
85724,85724,AZ
85725,85725,AZ
85726,85726,AZ
85728,85728,AZ
85730,85730,AZ
85731,85731,AZ
85732,85732,AZ
85733,85733,AZ
85734,85734,AZ
85735,85735,AZ
85736,85736,AZ
85737,85737,AZ
85738,85738,AZ
85739,85739,AZ
85740,85740,AZ
85741,85741,AZ
85742,85742,AZ
85743,85743,AZ
85744,85744,AZ
85745,85745,AZ
85746,85746,AZ
85747,85747,AZ
85748,85748,AZ
85749,85749,AZ
85750,85750,AZ
85751,85751,AZ
85752,85752,AZ
85754,85754,AZ
85755,85755,AZ
85756,85756,AZ
85757,85757,AZ
85775,85775,AZ
85901,85901,AZ
85902,85902,AZ
85911,85911,AZ
85912,85912,AZ
85920,85920,AZ
85922,85922,AZ
85923,85923,AZ
85924,85924,AZ
85925,85925,AZ
85926,85926,AZ
85927,85927,AZ
85928,85928,AZ
85929,85929,AZ
85930,85930,AZ
85931,85931,AZ
85932,85932,AZ
85933,85933,AZ
85934,85934,AZ
85935,85935,AZ
85936,85936,AZ
85937,85937,AZ
85938,85938,AZ
85939,85939,AZ
85940,85940,AZ
85941,85941,AZ
85942,85942,AZ
86001,86001,AZ
86002,86002,AZ
86003,86003,AZ
86004,86004,AZ
86005,86005,AZ
86011,86011,AZ
86015,86015,AZ
86016,86016,AZ
86017,86017,AZ
86018,86018,AZ
86020,86020,AZ
86021,86021,AZ
86022,86022,AZ
86023,86023,AZ
86024,86024,AZ
86025,86025,AZ
86028,86028,AZ
86029,86029,AZ
86030,86030,AZ
86031,86031,AZ
86032,86032,AZ
86033,86033,AZ
86034,86034,AZ
86035,86035,AZ
86036,86036,AZ
86038,86038,AZ
86039,86039,AZ
86040,86040,AZ
86042,86042,AZ
86043,86043,AZ
86044,86044,AZ
86045,86045,AZ
86046,86046,AZ
86047,86047,AZ
86052,86052,AZ
86053,86053,AZ
86054,86054,AZ
86301,86301,AZ
86302,86302,AZ
86303,86303,AZ
86304,86304,AZ
86305,86305,AZ
86312,86312,AZ
86313,86313,AZ
86314,86314,AZ
86315,86315,AZ
86320,86320,AZ
86321,86321,AZ
86322,86322,AZ
86323,86323,AZ
86324,86324,AZ
86325,86325,AZ
86326,86326,AZ
86327,86327,AZ
86329,86329,AZ
86331,86331,AZ
86332,86332,AZ
86333,86333,AZ
86334,86334,AZ
86335,86335,AZ
86336,86336,AZ
86337,86337,AZ
86338,86338,AZ
86339,86339,AZ
86340,86340,AZ
86341,86341,AZ
86342,86342,AZ
86343,86343,AZ
86351,86351,AZ
86401,86401,AZ
86402,86402,AZ
86403,86403,AZ
86404,86404,AZ
86405,86405,AZ
86406,86406,AZ
86409,86409,AZ
86411,86411,AZ
86412,86412,AZ
86413,86413,AZ
86426,86426,AZ
86427,86427,AZ
86429,86429,AZ
86430,86430,AZ
86431,86431,AZ
86432,86432,AZ
86433,86433,AZ
86434,86434,AZ
86435,86435,AZ
86436,86436,AZ
86437,86437,AZ
86438,86438,AZ
86439,86439,AZ
86440,86440,AZ
86441,86441,AZ
86442,86442,AZ
86443,86443,AZ
86444,86444,AZ
86445,86445,AZ
86446,86446,AZ
86502,86502,AZ
86503,86503,AZ
86504,86504,AZ
86505,86505,AZ
86506,86506,AZ
86507,86507,AZ
86508,86508,AZ
86510,86510,AZ
86511,86511,AZ
86512,86512,AZ
86514,86514,AZ
86515,86515,AZ
86520,86520,AZ
86535,86535,AZ
86538,86538,AZ
86540,86540,AZ
86544,86544,AZ
86545,86545,AZ
86547,86547,AZ
86555,86555,AZ
86556,86556,AZ
87001,87001,NM
87002,87002,NM
87004,87004,NM
87005,87005,NM
87006,87006,NM
87007,87007,NM
87008,87008,NM
87009,87009,NM
87010,87010,NM
87011,87011,NM
87012,87012,NM
87013,87013,NM
87014,87014,NM
87015,87015,NM
87016,87016,NM
87017,87017,NM
87018,87018,NM
87020,87020,NM
87021,87021,NM
87022,87022,NM
87023,87023,NM
87024,87024,NM
87025,87025,NM
87026,87026,NM
87027,87027,NM
87028,87028,NM
87029,87029,NM
87031,87031,NM
87032,87032,NM
87034,87034,NM
87035,87035,NM
87036,87036,NM
87037,87037,NM
87038,87038,NM
87040,87040,NM
87041,87041,NM
87042,87042,NM
87043,87043,NM
87044,87044,NM
87045,87045,NM
87046,87046,NM
87047,87047,NM
87048,87048,NM
87049,87049,NM
87051,87051,NM
87052,87052,NM
87053,87053,NM
87056,87056,NM
87059,87059,NM
87060,87060,NM
87061,87061,NM
87062,87062,NM
87063,87063,NM
87064,87064,NM
87068,87068,NM
87070,87070,NM
87072,87072,NM
87083,87083,NM
87101,87101,NM
87102,87102,NM
87103,87103,NM
87104,87104,NM
87105,87105,NM
87106,87106,NM
87107,87107,NM
87108,87108,NM
87109,87109,NM
87110,87110,NM
87111,87111,NM
87112,87112,NM
87113,87113,NM
87114,87114,NM
87115,87115,NM
87116,87116,NM
87117,87117,NM
87119,87119,NM
87120,87120,NM
87121,87121,NM
87122,87122,NM
87123,87123,NM
87124,87124,NM
87125,87125,NM
87131,87131,NM
87144,87144,NM
87151,87151,NM
87153,87153,NM
87154,87154,NM
87158,87158,NM
87174,87174,NM
87176,87176,NM
87181,87181,NM
87184,87184,NM
87185,87185,NM
87187,87187,NM
87190,87190,NM
87191,87191,NM
87192,87192,NM
87193,87193,NM
87194,87194,NM
87195,87195,NM
87196,87196,NM
87197,87197,NM
87198,87198,NM
87199,87199,NM
87301,87301,NM
87302,87302,NM
87305,87305,NM
87310,87310,NM
87311,87311,NM
87312,87312,NM
87313,87313,NM
87315,87315,NM
87316,87316,NM
87317,87317,NM
87319,87319,NM
87320,87320,NM
87321,87321,NM
87322,87322,NM
87323,87323,NM
87325,87325,NM
87326,87326,NM
87327,87327,NM
87328,87328,NM
87347,87347,NM
87357,87357,NM
87364,87364,NM
87365,87365,NM
87375,87375,NM
87401,87401,NM
87402,87402,NM
87410,87410,NM
87412,87412,NM
87413,87413,NM
87415,87415,NM
87416,87416,NM
87417,87417,NM
87418,87418,NM
87419,87419,NM
87420,87420,NM
87421,87421,NM
87455,87455,NM
87461,87461,NM
87499,87499,NM
87501,87501,NM
87502,87502,NM
87503,87503,NM
87504,87504,NM
87505,87505,NM
87506,87506,NM
87507,87507,NM
87508,87508,NM
87509,87509,NM
87510,87510,NM
87511,87511,NM
87512,87512,NM
87513,87513,NM
87514,87514,NM
87515,87515,NM
87516,87516,NM
87517,87517,NM
87518,87518,NM
87519,87519,NM
87520,87520,NM
87521,87521,NM
87522,87522,NM
87523,87523,NM
87524,87524,NM
87525,87525,NM
87527,87527,NM
87528,87528,NM
87529,87529,NM
87530,87530,NM
87531,87531,NM
87532,87532,NM
87533,87533,NM
87535,87535,NM
87537,87537,NM
87538,87538,NM
87539,87539,NM
87540,87540,NM
87543,87543,NM
87544,87544,NM
87545,87545,NM
87548,87548,NM
87549,87549,NM
87551,87551,NM
87552,87552,NM
87553,87553,NM
87554,87554,NM
87556,87556,NM
87557,87557,NM
87558,87558,NM
87560,87560,NM
87562,87562,NM
87564,87564,NM
87565,87565,NM
87566,87566,NM
87567,87567,NM
87569,87569,NM
87571,87571,NM
87573,87573,NM
87574,87574,NM
87575,87575,NM
87576,87576,NM
87577,87577,NM
87578,87578,NM
87579,87579,NM
87580,87580,NM
87581,87581,NM
87582,87582,NM
87583,87583,NM
87592,87592,NM
87594,87594,NM
87701,87701,NM
87710,87710,NM
87711,87711,NM
87712,87712,NM
87713,87713,NM
87714,87714,NM
87715,87715,NM
87718,87718,NM
87722,87722,NM
87723,87723,NM
87724,87724,NM
87728,87728,NM
87729,87729,NM
87730,87730,NM
87731,87731,NM
87732,87732,NM
87733,87733,NM
87734,87734,NM
87735,87735,NM
87736,87736,NM
87740,87740,NM
87742,87742,NM
87743,87743,NM
87745,87745,NM
87746,87746,NM
87747,87747,NM
87749,87749,NM
87750,87750,NM
87752,87752,NM
87753,87753,NM
87801,87801,NM
87820,87820,NM
87821,87821,NM
87823,87823,NM
87824,87824,NM
87825,87825,NM
87827,87827,NM
87828,87828,NM
87829,87829,NM
87830,87830,NM
87831,87831,NM
87832,87832,NM
87901,87901,NM
87930,87930,NM
87931,87931,NM
87933,87933,NM
87935,87935,NM
87936,87936,NM
87937,87937,NM
87939,87939,NM
87940,87940,NM
87941,87941,NM
87942,87942,NM
87943,87943,NM
88001,88001,NM
88002,88002,NM
88003,88003,NM
88004,88004,NM
88005,88005,NM
88006,88006,NM
88007,88007,NM
88008,88008,NM
88009,88009,NM
88011,88011,NM
88012,88012,NM
88013,88013,NM
88020,88020,NM
88021,88021,NM
88022,88022,NM
88023,88023,NM
88024,88024,NM
88025,88025,NM
88026,88026,NM
88027,88027,NM
88028,88028,NM
88029,88029,NM
88030,88030,NM
88031,88031,NM
88032,88032,NM
88033,88033,NM
88034,88034,NM
88036,88036,NM
88038,88038,NM
88039,88039,NM
88040,88040,NM
88041,88041,NM
88042,88042,NM
88043,88043,NM
88044,88044,NM
88045,88045,NM
88046,88046,NM
88047,88047,NM
88048,88048,NM
88049,88049,NM
88051,88051,NM
88052,88052,NM
88053,88053,NM
88054,88054,NM
88055,88055,NM
88056,88056,NM
88058,88058,NM
88061,88061,NM
88062,88062,NM
88063,88063,NM
88065,88065,NM
88072,88072,NM
88081,88081,NM
88101,88101,NM
88102,88102,NM
88103,88103,NM
88112,88112,NM
88113,88113,NM
88114,88114,NM
88115,88115,NM
88116,88116,NM
88118,88118,NM
88119,88119,NM
88120,88120,NM
88121,88121,NM
88122,88122,NM
88123,88123,NM
88124,88124,NM
88125,88125,NM
88126,88126,NM
88130,88130,NM
88132,88132,NM
88133,88133,NM
88134,88134,NM
88135,88135,NM
88136,88136,NM
88201,88201,NM
88202,88202,NM
88203,88203,NM
88210,88210,NM
88211,88211,NM
88213,88213,NM
88220,88220,NM
88221,88221,NM
88230,88230,NM
88231,88231,NM
88232,88232,NM
88240,88240,NM
88241,88241,NM
88242,88242,NM
88244,88244,NM
88250,88250,NM
88252,88252,NM
88253,88253,NM
88254,88254,NM
88255,88255,NM
88256,88256,NM
88260,88260,NM
88262,88262,NM
88263,88263,NM
88264,88264,NM
88265,88265,NM
88267,88267,NM
88268,88268,NM
88301,88301,NM
88310,88310,NM
88311,88311,NM
88312,88312,NM
88314,88314,NM
88316,88316,NM
88317,88317,NM
88318,88318,NM
88321,88321,NM
88323,88323,NM
88324,88324,NM
88325,88325,NM
88330,88330,NM
88336,88336,NM
88337,88337,NM
88338,88338,NM
88339,88339,NM
88340,88340,NM
88341,88341,NM
88342,88342,NM
88343,88343,NM
88344,88344,NM
88345,88345,NM
88346,88346,NM
88347,88347,NM
88348,88348,NM
88349,88349,NM
88350,88350,NM
88351,88351,NM
88352,88352,NM
88353,88353,NM
88354,88354,NM
88355,88355,NM
88401,88401,NM
88410,88410,NM
88411,88411,NM
88414,88414,NM
88415,88415,NM
88416,88416,NM
88417,88417,NM
88418,88418,NM
88419,88419,NM
88421,88421,NM
88422,88422,NM
88424,88424,NM
88426,88426,NM
88427,88427,NM
88430,88430,NM
88431,88431,NM
88433,88433,NM
88434,88434,NM
88435,88435,NM
88436,88436,NM
88439,88439,NM
88510,88510,TX
88511,88511,TX
88512,88512,TX
88513,88513,TX
88514,88514,TX
88515,88515,TX
88516,88516,TX
88517,88517,TX
88518,88518,TX
88519,88519,TX
88520,88520,TX
88521,88521,TX
88523,88523,TX
88524,88524,TX
88525,88525,TX
88526,88526,TX
88527,88527,TX
88528,88528,TX
88529,88529,TX
88530,88530,TX
88531,88531,TX
88532,88532,TX
88533,88533,TX
88534,88534,TX
88535,88535,TX
88536,88536,TX
88538,88538,TX
88539,88539,TX
88540,88540,TX
88541,88541,TX
88542,88542,TX
88543,88543,TX
88544,88544,TX
88545,88545,TX
88546,88546,TX
88547,88547,TX
88548,88548,TX
88549,88549,TX
88550,88550,TX
88553,88553,TX
88554,88554,TX
88555,88555,TX
88556,88556,TX
88557,88557,TX
88558,88558,TX
88559,88559,TX
88560,88560,TX
88561,88561,TX
